[2025-01-23 19:54:02,810][       train.py][line:  74][    INFO] config: Namespace(config_path='config/brainmri.yaml', k_shot=16, config={'version': 'v1.0.0', 'random_seed': 100, 'data_root': 'data', 'train_dataset': 'brainmri', 'test_datasets': ['brainmri'], 'epoch': 200, 'batch_size': 8, 'print_freq_step': 10, 'val_freq_epoch': 1, 'image_size': 224, 'model_name': 'RN101', 'layers_out': [1, 2, 3, 4], 'anomaly_tasks': {'CutpasteTask': 0.25, 'GaussIntensityChangeTask': 0.25, 'SourceTask': 0.25, 'IdentityTask': 0.25}, 'prompt_maker': 'coop', 'n_learnable_token': 8, 'CSC': True, 'class_token_positions': ['end'], 'save_root': 'results/2025_01_23_19_54_02', 'prompts': {'normal': ['normal', 'healthy', 'negative', 'unremarkable', 'clear', 'asymptomatic', 'normal findings', 'no findings', 'in good health', 'no evidence of disease'], 'abnormal': ['abnormal', 'positive', 'symptomatic', 'disease', 'lesion', 'pathological', 'impaired', 'evidence of disease', 'abnormal finding', 'pathological condition', 'pathological abnormality']}, 'model_cfg': {'embed_dim': 512, 'vision_cfg': {'image_size': 224, 'layers': [3, 4, 23, 3], 'width': 64, 'patch_size': None}, 'text_cfg': {'context_length': 77, 'vocab_size': 49408, 'width': 512, 'heads': 8, 'layers': 12}}})
[2025-01-23 19:54:02,835][       train.py][line:  81][    INFO] load CoOp
[2025-01-23 19:54:02,984][       train.py][line: 138][    INFO] train data (brainmri) len 16
[2025-01-23 19:54:54,967][       train.py][line: 215][    INFO] save checkpoints in epoch: 5
[2025-01-23 19:55:05,562][       train.py][line: 193][    INFO] (brainmri): Epoch: 6, image auroc: 0.8041,
[2025-01-23 19:55:05,562][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8110,
[2025-01-23 19:55:15,800][       train.py][line: 193][    INFO] (brainmri): Epoch: 7, image auroc: 0.8543,
[2025-01-23 19:55:15,800][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8543,
[2025-01-23 19:55:15,800][       train.py][line: 215][    INFO] save checkpoints in epoch: 7
[2025-01-23 19:55:26,194][       train.py][line: 193][    INFO] (brainmri): Epoch: 8, image auroc: 0.8582,
[2025-01-23 19:55:26,194][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8582,
[2025-01-23 19:55:26,194][       train.py][line: 215][    INFO] save checkpoints in epoch: 8
[2025-01-23 19:55:36,488][       train.py][line: 193][    INFO] (brainmri): Epoch: 9, image auroc: 0.8966,
[2025-01-23 19:55:36,488][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8966,
[2025-01-23 19:55:36,488][       train.py][line: 215][    INFO] save checkpoints in epoch: 9
[2025-01-23 19:55:41,702][       train.py][line: 271][    INFO] Epoch: [10/200]	Iter: [20/400]	Loss 0.88246 (0.91962)	
[2025-01-23 19:55:46,801][       train.py][line: 193][    INFO] (brainmri): Epoch: 10, image auroc: 0.9010,
[2025-01-23 19:55:46,801][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:55:46,801][       train.py][line: 215][    INFO] save checkpoints in epoch: 10
[2025-01-23 19:55:57,079][       train.py][line: 193][    INFO] (brainmri): Epoch: 11, image auroc: 0.8926,
[2025-01-23 19:55:57,079][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:56:07,361][       train.py][line: 193][    INFO] (brainmri): Epoch: 12, image auroc: 0.8673,
[2025-01-23 19:56:07,361][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:56:17,834][       train.py][line: 193][    INFO] (brainmri): Epoch: 13, image auroc: 0.8300,
[2025-01-23 19:56:17,834][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:56:28,147][       train.py][line: 193][    INFO] (brainmri): Epoch: 14, image auroc: 0.8871,
[2025-01-23 19:56:28,147][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:56:33,504][       train.py][line: 271][    INFO] Epoch: [15/200]	Iter: [30/400]	Loss 0.91025 (0.87520)	
[2025-01-23 19:56:38,595][       train.py][line: 193][    INFO] (brainmri): Epoch: 15, image auroc: 0.8719,
[2025-01-23 19:56:38,595][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:56:48,791][       train.py][line: 193][    INFO] (brainmri): Epoch: 16, image auroc: 0.8688,
[2025-01-23 19:56:48,792][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:56:59,043][       train.py][line: 193][    INFO] (brainmri): Epoch: 17, image auroc: 0.8591,
[2025-01-23 19:56:59,043][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:57:09,439][       train.py][line: 193][    INFO] (brainmri): Epoch: 18, image auroc: 0.8206,
[2025-01-23 19:57:09,439][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:57:19,980][       train.py][line: 193][    INFO] (brainmri): Epoch: 19, image auroc: 0.8379,
[2025-01-23 19:57:19,981][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:57:25,254][       train.py][line: 271][    INFO] Epoch: [20/200]	Iter: [40/400]	Loss 0.88597 (0.89242)	
[2025-01-23 19:57:30,352][       train.py][line: 193][    INFO] (brainmri): Epoch: 20, image auroc: 0.8615,
[2025-01-23 19:57:30,352][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:57:40,684][       train.py][line: 193][    INFO] (brainmri): Epoch: 21, image auroc: 0.8372,
[2025-01-23 19:57:40,684][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:57:51,072][       train.py][line: 193][    INFO] (brainmri): Epoch: 22, image auroc: 0.8027,
[2025-01-23 19:57:51,072][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:58:01,423][       train.py][line: 193][    INFO] (brainmri): Epoch: 23, image auroc: 0.7595,
[2025-01-23 19:58:01,423][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:58:11,708][       train.py][line: 193][    INFO] (brainmri): Epoch: 24, image auroc: 0.8213,
[2025-01-23 19:58:11,708][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:58:16,935][       train.py][line: 271][    INFO] Epoch: [25/200]	Iter: [50/400]	Loss 0.90536 (0.88394)	
[2025-01-23 19:58:22,132][       train.py][line: 193][    INFO] (brainmri): Epoch: 25, image auroc: 0.8474,
[2025-01-23 19:58:22,133][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:58:32,858][       train.py][line: 193][    INFO] (brainmri): Epoch: 26, image auroc: 0.8391,
[2025-01-23 19:58:32,858][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:58:43,104][       train.py][line: 193][    INFO] (brainmri): Epoch: 27, image auroc: 0.8416,
[2025-01-23 19:58:43,104][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:58:53,320][       train.py][line: 193][    INFO] (brainmri): Epoch: 28, image auroc: 0.8567,
[2025-01-23 19:58:53,320][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:59:03,921][       train.py][line: 193][    INFO] (brainmri): Epoch: 29, image auroc: 0.8580,
[2025-01-23 19:59:03,922][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:59:09,078][       train.py][line: 271][    INFO] Epoch: [30/200]	Iter: [60/400]	Loss 0.87297 (0.86154)	
[2025-01-23 19:59:14,173][       train.py][line: 193][    INFO] (brainmri): Epoch: 30, image auroc: 0.8735,
[2025-01-23 19:59:14,173][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:59:24,441][       train.py][line: 193][    INFO] (brainmri): Epoch: 31, image auroc: 0.8840,
[2025-01-23 19:59:24,442][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:59:34,881][       train.py][line: 193][    INFO] (brainmri): Epoch: 32, image auroc: 0.8798,
[2025-01-23 19:59:34,882][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:59:45,595][       train.py][line: 193][    INFO] (brainmri): Epoch: 33, image auroc: 0.8775,
[2025-01-23 19:59:45,596][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 19:59:55,797][       train.py][line: 193][    INFO] (brainmri): Epoch: 34, image auroc: 0.8866,
[2025-01-23 19:59:55,797][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:00:01,046][       train.py][line: 271][    INFO] Epoch: [35/200]	Iter: [70/400]	Loss 0.83881 (0.86109)	
[2025-01-23 20:00:06,265][       train.py][line: 193][    INFO] (brainmri): Epoch: 35, image auroc: 0.8519,
[2025-01-23 20:00:06,265][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:00:16,528][       train.py][line: 193][    INFO] (brainmri): Epoch: 36, image auroc: 0.8617,
[2025-01-23 20:00:16,528][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:00:27,070][       train.py][line: 193][    INFO] (brainmri): Epoch: 37, image auroc: 0.8627,
[2025-01-23 20:00:27,070][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:00:37,422][       train.py][line: 193][    INFO] (brainmri): Epoch: 38, image auroc: 0.8390,
[2025-01-23 20:00:37,422][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:00:48,303][       train.py][line: 193][    INFO] (brainmri): Epoch: 39, image auroc: 0.8488,
[2025-01-23 20:00:48,303][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:00:54,121][       train.py][line: 271][    INFO] Epoch: [40/200]	Iter: [80/400]	Loss 0.75968 (0.79385)	
[2025-01-23 20:00:59,505][       train.py][line: 193][    INFO] (brainmri): Epoch: 40, image auroc: 0.7648,
[2025-01-23 20:00:59,505][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:01:10,468][       train.py][line: 193][    INFO] (brainmri): Epoch: 41, image auroc: 0.8753,
[2025-01-23 20:01:10,468][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:01:21,338][       train.py][line: 193][    INFO] (brainmri): Epoch: 42, image auroc: 0.8620,
[2025-01-23 20:01:21,339][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:01:32,086][       train.py][line: 193][    INFO] (brainmri): Epoch: 43, image auroc: 0.7605,
[2025-01-23 20:01:32,086][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:01:42,886][       train.py][line: 193][    INFO] (brainmri): Epoch: 44, image auroc: 0.8758,
[2025-01-23 20:01:42,886][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:01:48,512][       train.py][line: 271][    INFO] Epoch: [45/200]	Iter: [90/400]	Loss 0.82340 (0.85283)	
[2025-01-23 20:01:53,827][       train.py][line: 193][    INFO] (brainmri): Epoch: 45, image auroc: 0.8739,
[2025-01-23 20:01:53,827][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:02:04,875][       train.py][line: 193][    INFO] (brainmri): Epoch: 46, image auroc: 0.8798,
[2025-01-23 20:02:04,876][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:02:15,393][       train.py][line: 193][    INFO] (brainmri): Epoch: 47, image auroc: 0.7762,
[2025-01-23 20:02:15,393][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:02:25,710][       train.py][line: 193][    INFO] (brainmri): Epoch: 48, image auroc: 0.8733,
[2025-01-23 20:02:25,710][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:02:35,870][       train.py][line: 193][    INFO] (brainmri): Epoch: 49, image auroc: 0.8742,
[2025-01-23 20:02:35,871][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:02:41,009][       train.py][line: 271][    INFO] Epoch: [50/200]	Iter: [100/400]	Loss 0.82896 (0.79097)	
[2025-01-23 20:02:46,297][       train.py][line: 193][    INFO] (brainmri): Epoch: 50, image auroc: 0.8224,
[2025-01-23 20:02:46,297][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:02:56,814][       train.py][line: 193][    INFO] (brainmri): Epoch: 51, image auroc: 0.8669,
[2025-01-23 20:02:56,814][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:03:06,989][       train.py][line: 193][    INFO] (brainmri): Epoch: 52, image auroc: 0.8888,
[2025-01-23 20:03:06,989][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:03:17,537][       train.py][line: 193][    INFO] (brainmri): Epoch: 53, image auroc: 0.8585,
[2025-01-23 20:03:17,538][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:03:28,052][       train.py][line: 193][    INFO] (brainmri): Epoch: 54, image auroc: 0.8637,
[2025-01-23 20:03:28,052][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:03:33,222][       train.py][line: 271][    INFO] Epoch: [55/200]	Iter: [110/400]	Loss 0.84538 (0.85625)	
[2025-01-23 20:03:38,596][       train.py][line: 193][    INFO] (brainmri): Epoch: 55, image auroc: 0.8613,
[2025-01-23 20:03:38,596][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:03:48,907][       train.py][line: 193][    INFO] (brainmri): Epoch: 56, image auroc: 0.8560,
[2025-01-23 20:03:48,907][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:03:59,474][       train.py][line: 193][    INFO] (brainmri): Epoch: 57, image auroc: 0.8229,
[2025-01-23 20:03:59,474][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:04:09,899][       train.py][line: 193][    INFO] (brainmri): Epoch: 58, image auroc: 0.8230,
[2025-01-23 20:04:09,899][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:04:20,295][       train.py][line: 193][    INFO] (brainmri): Epoch: 59, image auroc: 0.8610,
[2025-01-23 20:04:20,296][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:04:25,438][       train.py][line: 271][    INFO] Epoch: [60/200]	Iter: [120/400]	Loss 0.79559 (0.81911)	
[2025-01-23 20:04:30,631][       train.py][line: 193][    INFO] (brainmri): Epoch: 60, image auroc: 0.8662,
[2025-01-23 20:04:30,632][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:04:41,047][       train.py][line: 193][    INFO] (brainmri): Epoch: 61, image auroc: 0.8499,
[2025-01-23 20:04:41,047][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:04:51,363][       train.py][line: 193][    INFO] (brainmri): Epoch: 62, image auroc: 0.8405,
[2025-01-23 20:04:51,364][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:05:01,930][       train.py][line: 193][    INFO] (brainmri): Epoch: 63, image auroc: 0.8750,
[2025-01-23 20:05:01,930][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:05:12,266][       train.py][line: 193][    INFO] (brainmri): Epoch: 64, image auroc: 0.8679,
[2025-01-23 20:05:12,267][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:05:17,435][       train.py][line: 271][    INFO] Epoch: [65/200]	Iter: [130/400]	Loss 0.89069 (0.87825)	
[2025-01-23 20:05:22,884][       train.py][line: 193][    INFO] (brainmri): Epoch: 65, image auroc: 0.8099,
[2025-01-23 20:05:22,884][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:05:33,261][       train.py][line: 193][    INFO] (brainmri): Epoch: 66, image auroc: 0.8496,
[2025-01-23 20:05:33,261][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:05:43,561][       train.py][line: 193][    INFO] (brainmri): Epoch: 67, image auroc: 0.8189,
[2025-01-23 20:05:43,561][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:05:54,142][       train.py][line: 193][    INFO] (brainmri): Epoch: 68, image auroc: 0.7952,
[2025-01-23 20:05:54,142][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:06:04,426][       train.py][line: 193][    INFO] (brainmri): Epoch: 69, image auroc: 0.8453,
[2025-01-23 20:06:04,427][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:06:09,595][       train.py][line: 271][    INFO] Epoch: [70/200]	Iter: [140/400]	Loss 0.87238 (0.82346)	
[2025-01-23 20:06:14,749][       train.py][line: 193][    INFO] (brainmri): Epoch: 70, image auroc: 0.8483,
[2025-01-23 20:06:14,749][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:06:25,164][       train.py][line: 193][    INFO] (brainmri): Epoch: 71, image auroc: 0.8621,
[2025-01-23 20:06:25,165][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:06:35,712][       train.py][line: 193][    INFO] (brainmri): Epoch: 72, image auroc: 0.7543,
[2025-01-23 20:06:35,712][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:06:46,683][       train.py][line: 193][    INFO] (brainmri): Epoch: 73, image auroc: 0.8308,
[2025-01-23 20:06:46,683][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:06:57,073][       train.py][line: 193][    INFO] (brainmri): Epoch: 74, image auroc: 0.8442,
[2025-01-23 20:06:57,073][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:07:02,297][       train.py][line: 271][    INFO] Epoch: [75/200]	Iter: [150/400]	Loss 0.84813 (0.81916)	
[2025-01-23 20:07:07,422][       train.py][line: 193][    INFO] (brainmri): Epoch: 75, image auroc: 0.7675,
[2025-01-23 20:07:07,422][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:07:17,797][       train.py][line: 193][    INFO] (brainmri): Epoch: 76, image auroc: 0.8041,
[2025-01-23 20:07:17,798][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:07:28,185][       train.py][line: 193][    INFO] (brainmri): Epoch: 77, image auroc: 0.8311,
[2025-01-23 20:07:28,186][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:07:38,372][       train.py][line: 193][    INFO] (brainmri): Epoch: 78, image auroc: 0.8135,
[2025-01-23 20:07:38,372][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:07:48,777][       train.py][line: 193][    INFO] (brainmri): Epoch: 79, image auroc: 0.7652,
[2025-01-23 20:07:48,777][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:07:54,102][       train.py][line: 271][    INFO] Epoch: [80/200]	Iter: [160/400]	Loss 0.89497 (0.88629)	
[2025-01-23 20:07:59,193][       train.py][line: 193][    INFO] (brainmri): Epoch: 80, image auroc: 0.8449,
[2025-01-23 20:07:59,193][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:08:09,586][       train.py][line: 193][    INFO] (brainmri): Epoch: 81, image auroc: 0.8453,
[2025-01-23 20:08:09,587][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:08:19,850][       train.py][line: 193][    INFO] (brainmri): Epoch: 82, image auroc: 0.8617,
[2025-01-23 20:08:19,850][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:08:30,606][       train.py][line: 193][    INFO] (brainmri): Epoch: 83, image auroc: 0.7995,
[2025-01-23 20:08:30,606][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:08:41,287][       train.py][line: 193][    INFO] (brainmri): Epoch: 84, image auroc: 0.8816,
[2025-01-23 20:08:41,288][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:08:46,468][       train.py][line: 271][    INFO] Epoch: [85/200]	Iter: [170/400]	Loss 0.93652 (0.87465)	
[2025-01-23 20:08:51,555][       train.py][line: 193][    INFO] (brainmri): Epoch: 85, image auroc: 0.8850,
[2025-01-23 20:08:51,556][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:09:01,877][       train.py][line: 193][    INFO] (brainmri): Epoch: 86, image auroc: 0.8937,
[2025-01-23 20:09:01,877][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:09:12,100][       train.py][line: 193][    INFO] (brainmri): Epoch: 87, image auroc: 0.8759,
[2025-01-23 20:09:12,100][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:09:22,287][       train.py][line: 193][    INFO] (brainmri): Epoch: 88, image auroc: 0.8844,
[2025-01-23 20:09:22,287][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:09:32,556][       train.py][line: 193][    INFO] (brainmri): Epoch: 89, image auroc: 0.8362,
[2025-01-23 20:09:32,556][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:09:37,685][       train.py][line: 271][    INFO] Epoch: [90/200]	Iter: [180/400]	Loss 0.87313 (0.84515)	
[2025-01-23 20:09:42,778][       train.py][line: 193][    INFO] (brainmri): Epoch: 90, image auroc: 0.8437,
[2025-01-23 20:09:42,778][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:09:52,950][       train.py][line: 193][    INFO] (brainmri): Epoch: 91, image auroc: 0.8556,
[2025-01-23 20:09:52,951][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:10:03,282][       train.py][line: 193][    INFO] (brainmri): Epoch: 92, image auroc: 0.8531,
[2025-01-23 20:10:03,283][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:10:13,624][       train.py][line: 193][    INFO] (brainmri): Epoch: 93, image auroc: 0.8712,
[2025-01-23 20:10:13,624][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:10:23,788][       train.py][line: 193][    INFO] (brainmri): Epoch: 94, image auroc: 0.8333,
[2025-01-23 20:10:23,788][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:10:28,809][       train.py][line: 271][    INFO] Epoch: [95/200]	Iter: [190/400]	Loss 0.89726 (0.85790)	
[2025-01-23 20:10:33,806][       train.py][line: 193][    INFO] (brainmri): Epoch: 95, image auroc: 0.8584,
[2025-01-23 20:10:33,806][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:10:44,058][       train.py][line: 193][    INFO] (brainmri): Epoch: 96, image auroc: 0.8409,
[2025-01-23 20:10:44,058][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:10:54,484][       train.py][line: 193][    INFO] (brainmri): Epoch: 97, image auroc: 0.7628,
[2025-01-23 20:10:54,484][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:11:04,761][       train.py][line: 193][    INFO] (brainmri): Epoch: 98, image auroc: 0.8270,
[2025-01-23 20:11:04,762][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:11:15,245][       train.py][line: 193][    INFO] (brainmri): Epoch: 99, image auroc: 0.8157,
